num_classes,num_instances,dataset_type,class_imbalance_ratio,actual_predictions_entropy,Confidence_Mean,Confidence_Median,Confidence_Std,Confidence_Var,Confidence_Entropy,Confidence_Skewness,Confidence_Kurtosis,Confidence_Min,Confidence_Max,Classification_Log_loss,Classification_Accuracy,Classification_Precision_Micro,Classification_Precision_Macro,Classification_Precision_Weighted,Classification_Recall_Micro,Classification_Recall_Macro,Classification_Recall_Weighted,Classification_F1_Micro,Classification_F1_Macro,Classification_F1_Weighted,ECE_before,MCE_before,ConfECE_before,brier_score_before,Wasserstein_Mean,Wasserstein_Median,Wasserstein_Std,Wasserstein_Var,Wasserstein_Entropy,Wasserstein_Skewness,Wasserstein_Kurtosis,Wasserstein_Min,Wasserstein_Max,KL_Divergence_Mean,KL_Divergence_Median,KL_Divergence_Std,KL_Divergence_Var,KL_Divergence_Entropy,KL_Divergence_Skewness,KL_Divergence_Kurtosis,KL_Divergence_Min,KL_Divergence_Max,Jensen_Shannon_Mean,Jensen_Shannon_Median,Jensen_Shannon_Std,Jensen_Shannon_Var,Jensen_Shannon_Entropy,Jensen_Shannon_Skewness,Jensen_Shannon_Kurtosis,Jensen_Shannon_Min,Jensen_Shannon_Max,Bhattacharyya_Mean,Bhattacharyya_Median,Bhattacharyya_Std,Bhattacharyya_Var,Bhattacharyya_Entropy,Bhattacharyya_Skewness,Bhattacharyya_Kurtosis,Bhattacharyya_Min,Bhattacharyya_Max,Best_Cal
2,1046,binary,347.67,0,0.00579,0.00476,0.05312,0.00282,6.50961,18.53908,342.35833,0,0.99524,0.01827,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,8.00E-05,8.00E-05,8.00E-05,0.00571,0,0,0,0,0,-999,-999,0,0,0.11461,0.11461,0,0,0,-999,-999,0.11461,0.11461,0.16845,0.16845,0,0,0,-999,-999,0.16845,0.16845,0.02893,0.02893,0,0,0,-999,-999,0.02893,0.02893,MIXANDMATCH
2,1046,binary,347.67,0,0.00584,0,0.05264,0.00277,5.42486,17.95747,327.87875,0,0.97593,0.01376,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.00024,0.00024,0.00024,0.00561,0,0,0,0,0,-999,-999,0,0,1.41644,1.41644,0,0,0,-999,-999,1.41644,1.41644,0.55547,0.55547,0,0,0,-999,-999,0.55547,0.55547,0.39967,0.39967,0,0,0,-999,-999,0.39967,0.39967,HISTOGRM
9,1993,multi-class,2.07,0,0.87856,0.88652,0.02981,0.00089,10.95989,-0.5464,-0.97896,0.82173,0.92121,2.13736,0.16207,0.16207,0.01801,0.02627,0.16207,0.11111,0.16207,0.16207,0.03099,0.04521,1.00E-05,1.00E-05,0,0.87437,0.01736,0.01636,0.00524,3.00E-05,5.10526,0.56007,0.13383,0.00893,0.03161,0.2076,0.16,0.15341,0.02353,4.81942,1.23429,0.83567,0.05145,0.67393,0.20532,0.19438,0.06921,0.00479,5.08997,0.51144,-1.00706,0.11297,0.34156,0.05064,0.03912,0.03568,0.00127,4.83857,0.94668,-0.29599,0.01292,0.1323,PLATT
9,1993,multi-class,2.07,0,0.88889,0.88889,0,0,10.96073,-999,-999,0.88889,0.88889,2.19722,0.11039,0.11039,0.01227,0.01219,0.11039,0.11111,0.11039,0.11039,0.02209,0.02195,0.00072,0.00072,0,0.88889,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,META
9,1993,multi-class,2.07,2.98448,0.15426,0,0.33722,0.11372,8.43024,1.72965,0.99495,0,1,0.49923,0.84295,0.84295,0.93042,0.93159,0.84295,0.83234,0.84295,0.84295,0.85622,0.86346,0.0063,0.01644,0.00423,0.15777,0.00719,0.00647,0.00475,2.00E-05,4.83434,0.5498,-0.57016,0.0003,0.01736,0.01176,0.00733,0.0136,0.00018,4.33252,1.53085,1.35951,2.00E-05,0.04979,0.04393,0.04159,0.02802,0.00079,4.8549,0.48911,-0.5798,0.00225,0.10354,0.00275,0.00174,0.00302,1.00E-05,4.38159,1.39547,0.9672,1.00E-05,0.01094,META
9,1993,multi-class,2.07,3.11836,0.19737,0.05134,0.28537,0.08144,9.70879,1.60558,1.29172,0,1,0.5951,0.86352,0.86352,0.86162,0.86514,0.86352,0.85351,0.86352,0.86352,0.85642,0.8633,0.00693,0.04489,0.00693,0.20222,0.01357,0.0134,0.00501,3.00E-05,5.06777,0.10565,-0.98857,0.00411,0.02368,0.07352,0.05662,0.04721,0.00223,4.88984,0.90805,-0.1616,0.01637,0.20066,0.11993,0.11549,0.03556,0.00126,5.10829,0.63172,-0.3219,0.06302,0.20269,0.01678,0.01365,0.01073,0.00012,4.90641,1.24707,0.8579,0.00404,0.04679,ISOTONIC
9,1993,multi-class,2.07,0,0.88889,0.88889,0,0,10.96073,-999,-999,0.88889,0.88889,2.19722,0.11039,0.11039,0.01227,0.01219,0.11039,0.11111,0.11039,0.11039,0.02209,0.02195,0.00072,0.00072,0,0.88889,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,META
9,1993,multi-class,2.07,3.13308,0.03259,0.00796,0.13419,0.01801,8.17433,6.2946,39.09741,0.00274,0.99883,0.0836,0.97943,0.97943,0.97845,0.97952,0.97943,0.97924,0.97943,0.97943,0.97882,0.97945,0.00419,0.25915,0.00419,0.0348,0.00682,0.00542,0.00436,2.00E-05,4.87392,0.58467,-0.8457,0.0007,0.01696,0.03184,0.01783,0.02959,0.00088,4.62313,1.4868,1.86017,0.00094,0.12665,0.05595,0.05606,0.01945,0.00038,5.07882,0.06226,-0.66178,0.01667,0.10113,0.00417,0.0038,0.00249,1.00E-05,4.90425,0.59349,-0.14312,0.00036,0.01114,MATRIXSCALING
9,1993,multi-class,2.07,3.09307,0.1005,0,0.27657,0.07649,7.93349,2.45481,4.07608,0,1,0.2949,0.91119,0.91119,0.94549,0.95029,0.91119,0.90687,0.91119,0.91119,0.91622,0.92164,0.00312,0.10673,0.00062,0.10128,0.01342,0.01465,0.0076,6.00E-05,4.89989,-0.07947,-1.08379,0.0007,0.0281,0.65796,0.11898,0.97005,0.94099,3.69147,0.98326,-1.02003,9.00E-05,2.22563,0.13064,0.20078,0.0844,0.00712,4.79952,-0.31977,-1.78806,0.00478,0.21342,0.03475,0.05912,0.02928,0.00086,4.46858,-0.22645,-1.92876,2.00E-05,0.06476,MIXANDMATCH
18,5612,multi-class,182.2,0,0.89558,0.89828,0.04565,0.00208,12.45244,0.38903,-0.86959,0.83754,0.99888,2.4272,0.16233,0.16233,0.00902,0.02635,0.16233,0.05556,0.16233,0.16233,0.01552,0.04534,2.00E-05,2.00E-05,0,0.89551,0.02508,0.02071,0.01596,0.00025,7.00166,1.46245,1.8799,0.00456,0.08624,1.22644,0.50611,2.47636,6.13237,5.74521,3.27893,9.64941,0.0045,12.65698,0.32833,0.33476,0.17155,0.02943,7.03201,-0.16717,-1.36048,0.03353,0.63532,0.1789,0.12629,0.16366,0.02678,6.62128,0.85924,0.28477,0.00113,0.69065,DIRICHLET
18,5612,multi-class,182.2,0.07589,0.8867,0.89724,0.08919,0.00796,12.4431,-6.73541,60.74715,0.05755,1,2.38577,0.17088,0.17088,0.10733,0.0355,0.17088,0.15986,0.17088,0.17088,0.11644,0.05442,0.00026,0.01829,0.01829,0.88682,0.00038,0,0.00065,0,5.46828,-999,-999,0,0.00164,1.68798,0,2.66896,7.12337,5.47844,1.03948,-0.74598,0,6.74623,0.24058,0,0.3677,0.1352,5.55526,0.90278,-1.18303,0,0.81557,0.56771,0,0.8844,0.78216,5.48747,0.93939,-1.07125,0,2.0953,MIXANDMATCH
18,5612,multi-class,182.2,2.82536,0.54981,0.58184,0.28352,0.08038,12.22088,-0.26014,-1.04534,0,1,1.26209,0.57769,0.57769,0.62005,0.57582,0.57769,0.57684,0.57769,0.57769,0.58696,0.57212,0.01672,0.06055,0.0166,0.55229,0.03357,0.02919,0.02525,0.00064,6.82363,0.63384,-0.50548,0.00039,0.09476,0.52252,0.18529,0.84622,0.71609,6.05594,2.79157,8.13715,0.00698,4.69016,0.19721,0.18729,0.10407,0.01083,7.05061,0.42836,-0.67919,0.03688,0.44593,0.06197,0.03888,0.06447,0.00416,6.57085,1.50503,1.84767,0.00141,0.30322,MIXANDMATCH
18,5612,multi-class,182.2,2.61898,0.82766,0.8389,0.10491,0.01101,12.44211,-0.91408,0.8474,0.44886,1,2.02553,0.26283,0.26283,0.16331,0.23753,0.26283,0.20604,0.26283,0.26283,0.15605,0.22319,0.00839,0.01261,0.00748,0.82546,0.07117,0.06565,0.04773,0.00228,6.88395,0.10058,-1.47651,0.00021,0.15289,2.75599,1.12052,3.48363,12.13568,6.25057,1.41491,0.94185,4.00E-05,14.28472,0.36337,0.32591,0.18034,0.03252,7.05691,0.03271,-1.02783,0.00307,0.67398,0.24536,0.11695,0.23379,0.05466,6.61911,0.99295,-0.0822,1.00E-05,0.83859,HISTOGRM
18,5612,multi-class,182.2,2.99228,0.34113,0.21747,0.33585,0.1128,11.67061,0.5688,-1.14219,0,1,0.81482,0.7361,0.7361,0.62526,0.7413,0.7361,0.52845,0.7361,0.7361,0.5496,0.73188,0.01146,0.11339,0.00953,0.34139,0.01927,0.01682,0.01277,0.00016,6.94498,0.83506,-0.00254,0.0005,0.05449,0.30693,0.15301,0.36533,0.13346,6.45431,1.84907,2.90323,0.00608,1.8115,0.16573,0.16858,0.06065,0.00368,7.15193,-0.10875,-0.27624,0.03288,0.30806,0.03765,0.03374,0.02653,0.0007,6.90033,0.98894,0.84019,0.0013,0.12375,MIXANDMATCH
18,5612,multi-class,182.2,2.84482,0.58157,0.61708,0.26596,0.07074,12.26729,-0.40712,-0.70967,0,1,1.2663,0.54401,0.54401,0.48935,0.53453,0.54401,0.46713,0.54401,0.54401,0.46998,0.53516,0.00804,0.06722,0.00792,0.58361,0.03595,0.0309,0.02637,0.0007,6.84739,0.54024,-0.87591,0.00061,0.09498,0.59362,0.25129,1.08458,1.17631,6.04597,4.14721,18.9228,0.00569,7.37321,0.21549,0.20618,0.10381,0.01078,7.08198,0.27132,-0.8478,0.04022,0.448,0.0714,0.04786,0.06637,0.0044,6.68006,1.23864,0.90745,0.00203,0.31111,MIXANDMATCH
18,5612,multi-class,182.2,2.8835,0.24925,0.12816,0.28824,0.08308,11.56821,1.23664,0.29724,0,1,0.58266,0.82537,0.82537,0.83089,0.82529,0.82537,0.82919,0.82537,0.82537,0.82744,0.82478,0.01029,0.08284,0.01029,0.25385,0.02031,0.01839,0.01484,0.00022,6.84914,0.56896,-0.75015,0.00029,0.05239,0.34053,0.13375,0.55957,0.31312,6.03647,2.81672,8.3648,0.00539,3.20846,0.14903,0.14738,0.07625,0.00581,7.06071,0.32525,-0.87182,0.02484,0.31375,0.03455,0.02424,0.03335,0.00111,6.63128,1.20425,0.64566,0.00086,0.1405,MIXANDMATCH
2,1848,binary,1.6,0.9439,0.16537,0.04791,0.23692,0.05613,9.69067,1.79753,2.35018,0.00028,0.99863,0.27967,0.87879,0.87879,0.87586,0.87828,0.87879,0.86629,0.87879,0.87879,0.87048,0.87801,0.00668,0.03469,0.00668,0.16696,0,0,0,0,0,-999,-999,0,0,0.37962,0.37962,0,0,0,-999,-999,0.37962,0.37962,0.30157,0.30157,0,0,0,-999,-999,0.30157,0.30157,0.09746,0.09746,0,0,0,-999,-999,0.09746,0.09746,AdaptiveTemperatureScaling
2,1848,binary,1.6,0,0.47368,0.38528,0.11166,0.01247,10.81274,0.47145,-1.77773,0.38528,0.61472,0.66659,0.61472,0.61472,0.30736,0.37788,0.61472,0.5,0.61472,0.61472,0.3807,0.46804,0,0,0,0.47368,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,MIXANDMATCH
2,1848,binary,1.6,0.94029,0.13484,0.03246,0.22007,0.04843,9.49286,2.19989,4.13011,0.00016,0.99841,0.22786,0.90909,0.90909,0.90976,0.90922,0.90909,0.89722,0.90909,0.90909,0.90263,0.90839,0.00798,0.06914,0.00798,0.13322,0,0,0,0,0,-999,-999,0,0,0.17633,0.17633,0,0,0,-999,-999,0.17633,0.17633,0.20826,0.20826,0,0,0,-999,-999,0.20826,0.20826,0.04471,0.04471,0,0,0,-999,-999,0.04471,0.04471,PLATT
2,1848,binary,1.6,0.96058,0.31068,0.16764,0.24507,0.06006,10.46599,1.22199,0.06447,0.11896,0.88104,0.48786,0.78842,0.78842,0.77671,0.78826,0.78842,0.77627,0.78842,0.78842,0.77649,0.78834,0.00533,0.01967,0.00533,0.31317,0,0,0,0,0,-999,-999,0,0,5.86484,5.86484,0,0,0,-999,-999,5.86484,5.86484,0.56587,0.56587,0,0,0,-999,-999,0.56587,0.56587,0.56067,0.56067,0,0,0,-999,-999,0.56067,0.56067,HISTOGRM
2,1848,binary,1.6,0.91279,0.13993,0.04168,0.22541,0.05081,9.51991,2.20394,4.1244,0.00027,0.9989,0.24789,0.90152,0.90152,0.91068,0.90457,0.90152,0.88215,0.90152,0.90152,0.89269,0.89975,0.00792,0.09854,0.00792,0.14078,0,0,0,0,0,-999,-999,0,0,1.42636,1.42636,0,0,0,-999,-999,1.42636,1.42636,0.33111,0.33111,0,0,0,-999,-999,0.33111,0.33111,0.14272,0.14272,0,0,0,-999,-999,0.14272,0.14272,PLATT
2,1848,binary,1.6,0.85439,0.3668,0.30177,0.22215,0.04935,10.59658,0.71666,-0.68783,0.0687,0.92559,0.54762,0.72944,0.72944,0.72208,0.7259,0.72944,0.68872,0.72944,0.72944,0.69512,0.71859,0.01157,0.02826,0.01157,0.36779,0,0,0,0,0,-999,-999,0,0,0.63954,0.63954,0,0,0,-999,-999,0.63954,0.63954,0.38209,0.38209,0,0,0,-999,-999,0.38209,0.38209,0.1655,0.1655,0,0,0,-999,-999,0.1655,0.1655,DIRICHLET
2,1848,binary,1.6,0.97306,0.11215,0.01823,0.20858,0.04351,9.27965,2.64156,6.44613,0.00071,0.99929,0.20098,0.92424,0.92424,0.91764,0.9255,0.92424,0.92449,0.92424,0.92424,0.92071,0.92455,0.00397,0.01492,0.00397,0.11217,0,0,0,0,0,-999,-999,0,0,1.45098,1.45098,0,0,0,-999,-999,1.45098,1.45098,0.30915,0.30915,0,0,0,-999,-999,0.30915,0.30915,0.12757,0.12757,0,0,0,-999,-999,0.12757,0.12757,PLATT
2,3804,binary,1.85,0.83725,0.14297,0.00869,0.221,0.04884,10.37398,1.50592,1.18385,0,0.99926,0.21214,0.89353,0.89353,0.91423,0.90103,0.89353,0.85574,0.89353,0.89353,0.8754,0.88952,0.00648,0.011,0.00648,0.13856,0,0,0,0,0,-999,-999,0,0,0.92058,0.92058,0,0,0,-999,-999,0.92058,0.92058,0.45083,0.45083,0,0,0,-999,-999,0.45083,0.45083,0.24294,0.24294,0,0,0,-999,-999,0.24294,0.24294,BETA
2,3804,binary,1.85,0.9304,0.02029,0,0.09614,0.00924,7.94068,7.40594,59.8247,0,0.87958,0.03299,0.9887,0.9887,0.98939,0.98872,0.9887,0.9858,0.9887,0.9887,0.98756,0.98868,0.00109,0.0072,0.00109,0.01931,0,0,0,0,0,-999,-999,0,0,0.19873,0.19873,0,0,0,-999,-999,0.19873,0.19873,0.22096,0.22096,0,0,0,-999,-999,0.22096,0.22096,0.0505,0.0505,0,0,0,-999,-999,0.0505,0.0505,HISTOGRM
9,499,multi-class,7.95,0,0.83676,0.86458,0.09602,0.00922,8.95315,-0.57073,-1.29776,0.6966,0.96171,1.99629,0.30261,0.30261,0.03362,0.09157,0.30261,0.11111,0.30261,0.30261,0.05162,0.1406,0.00043,0.00043,0.00043,0.83628,0.04096,0.03667,0.01857,0.00034,5.0211,0.68441,0.48342,0.00842,0.09419,3.66365,2.6364,3.32355,11.04598,4.72487,2.60287,8.10872,0.27182,18.17218,0.58915,0.64108,0.13726,0.01884,5.12564,-1.15249,0.17871,0.25238,0.76216,0.62492,0.67766,0.3086,0.09523,4.96835,-0.01592,-0.40136,0.07042,1.29458,DIRICHLET
9,499,multi-class,7.95,0,0.83643,0.86573,0.09711,0.00943,8.95291,-0.58159,-1.29502,0.69539,0.96192,1.9972,0.30261,0.30261,0.03362,0.09157,0.30261,0.11111,0.30261,0.30261,0.05162,0.1406,0.002,0.002,0.002,0.83658,0,0,0,0,0,-999,-999,0,0,12.79214,23.02585,11.44164,130.91105,4.32193,-0.22361,-1.95,0,23.02585,0.46253,0.83255,0.4137,0.17115,4.32193,-0.22361,-1.95,0,0.83255,12.79214,23.02585,11.44164,130.91105,4.32193,-0.22361,-1.95,0,23.02585,MIXANDMATCH
9,499,multi-class,7.95,1.73157,0.76742,0.88851,0.29332,0.08603,8.78236,-2.07978,2.41308,0,1,2.20781,0.26653,0.26653,0.67129,0.7385,0.26653,0.29679,0.26653,0.26653,0.26865,0.29609,0.01675,0.12478,0.06371,0.76995,0.00907,0.00922,0.00466,2.00E-05,4.9627,0.19701,-0.76417,0.0004,0.01844,7.38653,0.23734,9.0981,82.77533,3.8901,0.45976,-1.78088,0.00383,19.44311,0.35208,0.1259,0.32695,0.1069,4.52657,0.43163,-1.78081,0.03074,0.76735,0.70157,0.02066,0.86488,0.74801,3.89331,0.45883,-1.78473,0.00095,1.88051,AdaptiveTemperatureScaling
9,499,multi-class,7.95,2.087,0.86457,0.90066,0.07683,0.0059,8.95688,-1.68301,1.64706,0.65274,0.92616,2.11653,0.22645,0.22645,0.45712,0.56593,0.22645,0.21603,0.22645,0.22645,0.19753,0.25287,0.013,0.02612,0.01097,0.86604,0.06098,0.05832,0.03547,0.00126,4.8957,0.25768,-0.57209,0.00321,0.14389,0.61463,0.45322,0.52399,0.27456,4.71751,1.75827,3.9179,0.04853,2.6239,0.31991,0.32662,0.12478,0.01557,5.05345,0.00021,-1.00988,0.08043,0.56152,0.15302,0.12443,0.11845,0.01403,4.74035,0.8043,-0.3339,0.00928,0.4476,AdaptiveTemperatureScaling
9,499,multi-class,7.95,2.59897,0.61878,0.75282,0.32759,0.10732,8.67361,-0.78594,-0.83571,0.00022,0.99992,1.46006,0.48096,0.48096,0.46334,0.49028,0.48096,0.34558,0.48096,0.48096,0.34588,0.46061,0.02375,0.11894,0.02359,0.63228,0.05004,0.04729,0.02177,0.00047,5.03127,0.47065,-0.2846,0.00962,0.10301,0.52299,0.24277,0.6803,0.46281,4.35642,2.49102,5.81574,0.05332,3.19878,0.24648,0.24578,0.07742,0.00599,5.09834,0.33983,-0.53227,0.0935,0.40171,0.07973,0.06567,0.05424,0.00294,4.86109,1.04143,0.09172,0.00953,0.22078,DIRICHLET
9,499,multi-class,7.95,0.053,0.81348,0.82759,0.11711,0.01371,8.94716,-0.83291,0.0447,0.51502,0.99057,1.91072,0.30261,0.30261,0.03383,0.09212,0.30261,0.11111,0.30261,0.30261,0.05186,0.14125,0.07366,0.12119,0.07062,0.81368,0.03577,0.03507,0.01323,0.00017,5.06531,-0.02963,-0.91095,0.01122,0.05892,3.86172,3.56546,2.8853,8.32494,4.73956,0.3761,-1.33214,0.31994,9.19785,0.44414,0.42772,0.09066,0.00822,5.13947,0.06095,-0.62603,0.2638,0.62621,0.30668,0.25588,0.15123,0.02287,4.9972,0.63592,-0.42059,0.07584,0.68298,HISTOGRM
9,499,multi-class,7.95,1.15033,0.85627,0.91023,0.08643,0.00747,8.95527,-1.01797,-0.93343,0.71105,0.91108,2.08793,0.27455,0.27455,0.83797,0.86232,0.27455,0.25395,0.27455,0.27455,0.25904,0.30601,0.0048,0.09039,0.00287,0.85603,0.01546,0.00782,0.01733,0.0003,4.38936,1.25043,-0.1298,0,0.0521,0.71033,0.17708,1.21461,1.47527,3.77252,2.46111,5.5759,0.01285,5.19488,0.21659,0.11615,0.2247,0.05049,4.53103,1.27478,-0.23474,0.02636,0.65775,0.15407,0.01671,0.26793,0.07179,3.44688,1.46424,0.31217,0.001,0.75229,TEMPERATURESCALING
10,14000,multi-class,1.25,0,0.89801,0.89981,0.00804,6.00E-05,13.77308,-1.4654,2.06985,0.87588,0.91012,2.28583,0.1125,0.1125,0.01125,0.01266,0.1125,0.1,0.1125,0.1125,0.02022,0.02275,0,0,0,0.89637,0.02057,0.02034,0.00936,9.00E-05,5.33146,0.00096,-1.19905,0.00569,0.03691,0.29197,0.2726,0.1994,0.03976,5.17135,1.01594,0.45507,0.01541,0.87464,0.24627,0.24658,0.08411,0.00707,5.40523,0.23073,-0.39307,0.06146,0.43647,0.07373,0.06456,0.05089,0.00259,5.16749,1.08776,0.72079,0.0038,0.22288,DIRICHLET
10,14000,multi-class,1.25,0,0.89971,0.90057,0.00551,3.00E-05,13.77311,-0.68416,0.84319,0.88743,0.90986,2.30114,0.1125,0.1125,0.01125,0.01266,0.1125,0.1,0.1125,0.1125,0.02022,0.02275,7.00E-05,7.00E-05,0,0.89971,0,0,0,0,0,-999,-999,0,0,10.7454,0,11.48731,131.95834,4.39232,0.13363,-1.98214,0,23.02585,0.38852,0,0.41535,0.17251,4.39232,0.13363,-1.98214,0,0.83255,10.7454,0,11.48731,131.95834,4.39232,0.13363,-1.98214,0,23.02585,MIXANDMATCH
10,14000,multi-class,1.25,3.31164,0.48821,0.48446,0.31721,0.10062,13.41507,0.02724,-1.38033,0.00755,1,1.05191,0.64157,0.64157,0.63597,0.64065,0.64157,0.63618,0.64157,0.64157,0.63477,0.63984,0.01272,0.05061,0.0126,0.48514,0.01578,0.01596,0.00804,6.00E-05,5.28818,0.11171,-1.01681,0.00226,0.03129,0.09025,0.05078,0.11376,0.01294,4.60404,1.8941,2.69473,0.00168,0.47584,0.12092,0.11383,0.07551,0.0057,5.22332,0.91476,0.03643,0.02042,0.29607,0.02236,0.01332,0.02838,0.00081,4.58829,1.821,2.15384,0.00042,0.10295,DIRICHLET
10,14000,multi-class,1.25,0.00292,0.89971,0.90057,0.00552,3.00E-05,13.77311,-0.68884,0.84839,0.88741,0.91037,2.30116,0.1125,0.1125,0.01125,0.01266,0.1125,0.1,0.1125,0.1125,0.02023,0.02276,0.0001,0.0001,0,0.89971,0,0,0,0,0,-999,-999,0,0,1.68887,0,3.37774,11.40915,3.16993,1.5,0.25,0,8.44436,0.16627,0,0.33254,0.11058,3.16993,1.5,0.25,0,0.83134,0.70621,0,1.41242,1.99494,3.16993,1.5,0.25,0,3.53106,MIXANDMATCH
10,14000,multi-class,1.25,0.34945,0.84358,0.9,0.21614,0.04672,13.68698,-3.55691,10.6601,0.0109,0.99879,2.16121,0.16271,0.16271,0.10826,0.12033,0.16271,0.15702,0.16271,0.16271,0.0911,0.09983,0.00543,0.0055,0.00444,0.84386,1.00E-05,0,1.00E-05,0,3.16993,-999,-999,0,3.00E-05,0.46154,0,0.92283,0.85162,3.17267,1.5,0.25,0,2.30902,0.13556,0,0.268,0.07182,3.24402,1.49964,0.24952,0,0.67166,0.14054,0,0.28104,0.07898,3.17123,1.5,0.25,0,0.70311,META
10,14000,multi-class,1.25,0.10802,0.88877,0.9,0.09418,0.00887,13.76002,-8.2486,66.05604,0.09543,0.98772,2.27212,0.11264,0.11264,0.1085,0.12067,0.11264,0.11251,0.11264,0.11264,0.04038,0.04289,0.00122,0.08612,0.08553,0.88768,0,0,0,0,0,-999,-999,0,0,0.82263,0,1.64525,2.70685,3.16993,1.5,0.25,0,4.11313,0.15726,0,0.31452,0.09892,3.16993,1.5,0.25,0,0.7863,0.28766,0,0.57532,0.33099,3.16993,1.5,0.25,0,1.43829,META
10,14000,multi-class,1.25,3.31325,0.39545,0.31147,0.32552,0.10596,13.22611,0.45222,-1.18898,0,1,0.86765,0.716,0.716,0.71125,0.71505,0.716,0.71133,0.716,0.716,0.71019,0.71449,0.00827,0.80737,0.00821,0.3967,0.01247,0.01079,0.00646,4.00E-05,5.29642,0.41001,-1.12641,0.00279,0.02494,0.0818,0.05029,0.08657,0.00749,4.84371,1.68192,1.9263,0.00766,0.35587,0.12074,0.10691,0.0595,0.00354,5.3289,0.96429,0.04648,0.04265,0.26321,0.01961,0.01188,0.02079,0.00043,4.84486,1.7071,1.99347,0.00183,0.0793,MIXANDMATCH
10,1000,multi-class,1,3.30462,0.28061,0.13238,0.31488,0.09915,9.03322,0.89203,-0.61045,0,0.99911,0.5576,0.797,0.797,0.80801,0.80801,0.797,0.797,0.797,0.797,0.79796,0.79796,0.01146,0.15805,0.01146,0.27704,0.01715,0.0158,0.00894,8.00E-05,5.28839,0.28067,-1.12106,0.0046,0.0346,0.41476,0.11757,0.7879,0.62079,3.98515,2.59935,5.6063,0.01332,3.50195,0.16605,0.1467,0.06303,0.00397,5.38648,0.30164,-0.75671,0.06367,0.30779,0.03742,0.02862,0.03019,0.00091,5.06833,1.3256,1.43662,0.00473,0.12959,BETA
10,1000,multi-class,1,3.31117,0.36672,0.24206,0.34077,0.11613,9.29633,0.54847,-1.23618,0.00905,0.99816,0.79566,0.737,0.737,0.74467,0.74467,0.737,0.737,0.737,0.737,0.73775,0.73775,0.0189,0.19739,0.01872,0.36857,0.02157,0.0194,0.01267,0.00016,5.23755,0.59149,-0.41325,0.0022,0.0498,0.29272,0.13613,0.42525,0.18084,4.45454,2.4794,5.91515,0.01205,1.96101,0.16849,0.15222,0.07908,0.00625,5.33554,0.59242,-0.54003,0.05319,0.35916,0.04048,0.02569,0.03892,0.00151,4.9146,1.49363,1.7558,0.00284,0.17125,DIRICHLET
10,1000,multi-class,1,0,0.9,0.9,0,0,9.96578,-999,-999,0.9,0.9,2.30259,0.1,0.1,0.01,0.01,0.1,0.1,0.1,0.1,0.01818,0.01818,0,0,0,0.9,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,META
10,1000,multi-class,1,3.30891,0.38525,0.26658,0.34495,0.11899,9.34947,0.60697,-1.15294,0,1,0.93945,0.732,0.732,0.74202,0.74202,0.732,0.732,0.732,0.732,0.73342,0.73342,0.01832,0.19298,0.01797,0.389,0.01108,0.0114,0.00605,4.00E-05,5.26815,0.31921,-1.10256,0.0026,0.0232,0.07014,0.04936,0.05675,0.00322,5.00773,0.6119,-0.85479,0.00577,0.1949,0.1153,0.11034,0.05077,0.00258,5.34813,0.19329,-1.33895,0.03723,0.20323,0.01742,0.01261,0.01421,0.0002,5.00895,0.67946,-0.84983,0.00139,0.04892,AdaptiveTemperatureScaling
10,1000,multi-class,1,3.30257,0.29352,0.10627,0.33422,0.1117,9.00981,0.87502,-0.74766,0,1,0.86178,0.779,0.779,0.78712,0.78712,0.779,0.779,0.779,0.779,0.77811,0.77811,0.02035,0.11937,0.02035,0.30374,0.01759,0.018,0.00972,9.00E-05,5.24837,0.0443,-1.2579,0.0026,0.0344,0.54176,0.18236,0.92403,0.85383,4.20845,2.63397,6.28615,0.01322,3.9861,0.17377,0.17637,0.06645,0.00442,5.38323,0.15064,-1.12328,0.05249,0.29816,0.04338,0.03656,0.03341,0.00112,5.08504,0.9454,-0.08771,0.00282,0.12896,MIXANDMATCH
2,5867,binary,1,0,0.5,0.5,0,0,12.51841,-999,-999,0.5,0.5,0.69315,0.49889,0.49889,0.24945,0.24889,0.49889,0.5,0.49889,0.49889,0.33284,0.3321,0.00111,0.00111,0.00111,0.5,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,-999,-999,0,0,META
